Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Demographics,Duration,Rating,Favorites,Themes
K-On!!,K-ON! Season 2,8.17,288,425,699,TV,26,Finished Airing,"Apr 7, 2010 to Sep 29, 2010",Spring 2010,Wednesdays at 01:25 (JST),"Pony Canyon,       TBS,       Movic,       Rakuonsha,       Animation Do",Sentai Filmworks,Kyoto Animation,4-koma manga,"Award Winning, Comedy",,24 min. per ep.,PG-13 - Teens 13 or older,"14,602","CGDCT, Music, School"
Lycoris Recoil,,8.17,452,426,496,TV,13,Finished Airing,"Jul 2, 2022 to Sep 24, 2022",Summer 2022,Saturdays at 23:30 (JST),"Aniplex,       BS11,       ABC Animation",Aniplex of America,A-1 Pictures,Original,Action,,24 min. per ep.,PG-13 - Teens 13 or older,"8,517",
Made in Abyss Movie 1: Tabidachi no Yoake,Made in Abyss: Journey's Dawn,8.17,1727,427,131,Movie,1,Finished Airing,04-Jan-19,,,"AT-X,       Takeshobo,       Sony Music Communications,       Kadokawa Media House,       Cygames,       Kanetsu Investment,       Kadokawa,       Global Solutions,       IRMA LA DOUCE",Sentai Filmworks,Kinema Citrus,Web manga,"Adventure, Drama, Fantasy, Mystery, Sci-Fi",,1 hr. 59 min.,R - 17+ (violence & profanity),239,Gore
Meitantei Conan,Case Closed,8.17,680,428,350,TV,Unknown,Currently Airing,"Jan 8, 1996 to ?",Winter 1996,Saturdays at 18:00 (JST),"Yomiuri Telecasting,       TMS-Kyokuchi,       Shogakukan","Funimation,       Crunchyroll",TMS Entertainment,Manga,"Adventure, Comedy, Mystery",Shounen,24 min.,PG-13 - Teens 13 or older,"14,806",Detective
Meitantei Conan Movie 20: Junkoku no Nightmare,Detective Conan Movie 20: The Darkest Nightmare,8.17,3445,429,42,Movie,1,Finished Airing,16-Apr-16,,,"None found, add some",Discotek Media,TMS Entertainment,Manga,"Action, Mystery",Shounen,1 hr. 52 min.,G - All Ages,98,Detective
"Kamisama Hajimemashita: Kamisama, Shiawase ni Naru",,8.16,2703,430,66,OVA,1,Finished Airing,20-Dec-16,,,"None found, add some","None found, add some",TMS Entertainment,Manga,"Comedy, Fantasy, Romance",Shoujo,12 min.,PG-13 - Teens 13 or older,189,Mythology
Kimetsu no Yaiba: Hashira Geiko-hen,Demon Slayer: Kimetsu no Yaiba Hashira Training Arc,8.16,681,431,350,TV,Unknown,Currently Airing,"May 12, 2024 to ?",Spring 2024,Sundays at 23:15 (JST),"Aniplex,       Shueisha","None found, add some",ufotable,Manga,"Action, Fantasy",Shounen,28 min.,R - 17+ (violence & profanity),"2,922",Historical
Natsume Yuujinchou: Ishi Okoshi to Ayashiki Raihousha,Natsume's Book of Friends: The Waking Rock and the Strange Visitor,8.16,3739,432,36,Movie,1,Finished Airing,16-Jan-21,,,"Aniplex,       Ai Addiction","None found, add some",Shuka,Manga,"Slice of Life, Supernatural",Shoujo,51 min.,PG-13 - Teens 13 or older,106,"Iyashikei, Mythology"
Ouran Koukou Host Club,Ouran High School Host Club,8.16,131,433,1,TV,26,Finished Airing,"Apr 5, 2006 to Sep 27, 2006",Spring 2006,Wednesdays at 00:50 (JST),"VAP,       Hakusensha,       Nippon Television Network",Funimation,Bones,Manga,"Comedy, Romance",Shoujo,23 min. per ep.,PG-13 - Teens 13 or older,"34,608","Crossdressing, Reverse Harem, School"
Tengen Toppa Gurren Lagann Movie 1: Gurren-hen,Gurren Lagann The Movie: Childhood's End,8.16,1420,434,166,Movie,1,Finished Airing,06-Sep-08,,,Aniplex,Aniplex of America,Gainax,Original,"Action, Sci-Fi",,1 hr. 52 min.,PG-13 - Teens 13 or older,415,Mecha
Toaru Kagaku no Railgun T,A Certain Scientific Railgun T,8.16,1045,435,233,TV,25,Finished Airing,"Jan 10, 2020 to Sep 25, 2020",Winter 2020,Fridays at 22:00 (JST),"Square Enix,       Movic,       AT-X,       Warner Bros. Japan,       NBCUniversal Entertainment Japan,       Kadokawa",Funimation,J.C.Staff,Manga,"Action, Fantasy, Sci-Fi",,24 min. per ep.,R - 17+ (violence & profanity),"3,285",Super Power
Akira,,8.16,209,436,858,Movie,1,Finished Airing,16-Jul-88,,,"Mainichi Broadcasting System,       Kodansha,       TOHO,       Streamline Pictures","Funimation,       Bandai Entertainment,       Geneon Entertainment USA",Tokyo Movie Shinsha,Manga,"Action, Adventure, Horror, Sci-Fi, Supernatural",Seinen,2 hr. 4 min.,R+ - Mild Nudity,"13,884","Gore, Military"
Dr. Stone: Stone Wars,,8.16,147,437,1,TV,11,Finished Airing,"Jan 14, 2021 to Mar 25, 2021",Winter 2021,Thursdays at 22:30 (JST),"TOHO animation,       Shueisha,       Toho Music,       8PAN",Funimation,TMS Entertainment,Manga,"Adventure, Comedy, Sci-Fi",Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"7,340",Survival
Fate/stay night Movie: Heaven's Feel - I. Presage Flower,Fate/stay night: Heaven's Feel - I. Presage Flower,8.16,496,438,458,Movie,1,Finished Airing,14-Oct-17,,,"Aniplex,       Notes,       Kadokawa",Aniplex of America,ufotable,Visual novel,"Action, Fantasy, Supernatural",,2 hr.,R - 17+ (violence & profanity),"2,561",
Haikyuu!! Movie 3: Sainou to Sense,Haikyu!! The Movie: Talent and Sense,8.16,2225,439,91,Movie,1,Finished Airing,15-Sep-17,,,"None found, add some","None found, add some",Production I.G,Manga,Sports,Shounen,1 hr. 29 min.,PG-13 - Teens 13 or older,101,"School, Team Sports"
Dr. Stone: New World,,8.15,491,440,463,TV,11,Finished Airing,"Apr 6, 2023 to Jun 15, 2023",Spring 2023,Thursdays at 22:30 (JST),"TOHO animation,       Shueisha","None found, add some",TMS Entertainment,Manga,"Adventure, Comedy, Sci-Fi",Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"3,113",
Lupin III: Cagliostro no Shiro,Lupin III: The Castle of Cagliostro,8.15,1860,441,117,Movie,1,Finished Airing,15-Dec-79,,,Streamline Pictures,"Discotek Media,       Manga Entertainment",Tokyo Movie Shinsha,Manga,"Action, Adventure, Award Winning, Comedy, Mystery",Seinen,1 hr. 39 min.,PG-13 - Teens 13 or older,"1,391",Adult Cast
Non Non Biyori Nonstop: Bukatsu wo Ganbatta,Non Non Biyori Nonstop: Our Club Worked Hard,8.15,4721,442,21,OVA,1,Finished Airing,23-Mar-22,,,"None found, add some",Sentai Filmworks,SILVER LINK.,Manga,Slice of Life,Seinen,22 min.,PG-13 - Teens 13 or older,27,"CGDCT, Iyashikei"
Noragami Aragoto,,8.15,82,443,1,TV,13,Finished Airing,"Oct 3, 2015 to Dec 26, 2015",Fall 2015,Saturdays at 01:05 (JST),"Dentsu,       Shochiku,       Kodansha,       Ai Addiction,       Avex Pictures,       A-Sketch",Funimation,Bones,Manga,"Action, Fantasy",Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"11,542",Mythology
Kaiba,,8.14,1518,444,153,TV,12,Finished Airing,"Apr 11, 2008 to Jul 25, 2008",Spring 2008,Unknown,"VAP,       WOWOW",Discotek Media,Madhouse,Original,"Adventure, Avant Garde, Award Winning, Mystery, Romance, Sci-Fi",,24 min. per ep.,R+ - Mild Nudity,"3,733",Psychological
Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,Beyond the Boundary: I'll Be Here - Future,8.14,930,445,263,Movie,1,Finished Airing,25-Apr-15,,,Shochiku,Sentai Filmworks,Kyoto Animation,Light novel,"Action, Fantasy, Romance",,1 hr. 30 min.,PG-13 - Teens 13 or older,"1,036",School
Major: Message,,8.14,4030,446,31,OVA,1,Finished Airing,17-Dec-10,,,"None found, add some","None found, add some",SynergySP,Manga,Sports,Shounen,24 min.,PG-13 - Teens 13 or older,60,Team Sports
Paripi Koumei,Ya Boy Kongming!,8.14,828,447,296,TV,12,Finished Airing,"Apr 5, 2022 to Jun 21, 2022",Spring 2022,Tuesdays at 23:00 (JST),"Mainichi Broadcasting System,       Kodansha,       Avex Pictures,       DMM pictures,       Bit grooove promotion",Sentai Filmworks,P.A. Works,Web manga,"Comedy, Supernatural",,23 min. per ep.,PG-13 - Teens 13 or older,"2,600","Adult Cast, Music, Reincarnation, Showbiz"
Black Clover,,8.14,57,448,1,TV,170,Finished Airing,"Oct 3, 2017 to Mar 30, 2021",Fall 2017,Tuesdays at 18:25 (JST),"TV Tokyo,       Avex Pictures,       Shueisha","Funimation,       Crunchyroll",Pierrot,Manga,"Action, Comedy, Fantasy",Shounen,23 min. per ep.,PG-13 - Teens 13 or older,"46,738",
Cang Yuan Tu,The Demon Hunter,8.14,11237,449,2,ONA,26,Finished Airing,"Jun 22, 2023 to Dec 7, 2023",,,"Youku,       Tianshi Wenhua,       China South Angel","None found, add some",Shenman Entertainment,Web novel,"Action, Adventure, Fantasy",,23 min. per ep.,PG-13 - Teens 13 or older,37,"Historical, Martial Arts"
Death Parade,,8.14,49,450,1,TV,12,Finished Airing,"Jan 10, 2015 to Mar 28, 2015",Winter 2015,Saturdays at 01:58 (JST),"VAP,       DAX Production,       Nippon Television Network",Funimation,Madhouse,Original,"Drama, Supernatural, Suspense",,23 min. per ep.,R - 17+ (violence & profanity),"28,528","Adult Cast, High Stakes Game, Psychological"
Eiga Daisuki Pompo-san,Pompo: The Cinéphile,8.14,3275,451,46,Movie,1,Finished Airing,04-Jun-21,,,"Shochiku,       Movic,       Studio Mausu,       Avex Pictures,       Kadokawa,       Happinet Phantom Studios,       Movie Walker",GKIDS,CLAP,Web manga,"Comedy, Drama",,1 hr. 34 min.,PG-13 - Teens 13 or older,413,Showbiz
Given: Uragawa no Sonzai,given - on the other hand,8.14,2267,452,88,OVA,1,Finished Airing,01-Dec-21,,,Blue Lynx,"None found, add some",Lerche,Manga,"Boys Love, Drama",,22 min.,PG-13 - Teens 13 or older,749,"Music, School"
IDOLiSH7 Second Beat!,,8.14,3983,453,31,TV,15,Finished Airing,"Apr 5, 2020 to Dec 27, 2020",Spring 2020,Sundays at 23:00 (JST),"Bandai Visual,       Lantis,       Bandai Namco Games","None found, add some",TROYCA,Game,Drama,,24 min. per ep.,PG-13 - Teens 13 or older,409,"Idols (Male), Music"
Shokugeki no Souma,Food Wars! Shokugeki no Soma,8.14,61,454,1,TV,24,Finished Airing,"Apr 4, 2015 to Sep 26, 2015",Spring 2015,Saturdays at 02:25 (JST),"Dentsu,       Frontier Works,       Mainichi Broadcasting System,       Magic Capsule,       Warner Bros. Japan,       KlockWorx,       Showgate,       Shueisha,       I Will",Sentai Filmworks,J.C.Staff,Manga,"Gourmet, Ecchi",Shounen,25 min. per ep.,PG-13 - Teens 13 or older,"23,632",School
Tensei shitara Slime Datta Ken,That Time I Got Reincarnated as a Slime,8.14,83,455,1,TV,24,Finished Airing,"Oct 2, 2018 to Mar 19, 2019",Fall 2018,Tuesdays at 00:00 (JST),"Lantis,       Kodansha,       BS11,       Bandai Namco Arts,       Micro Magazine Publishing",Funimation,8bit,Manga,"Action, Adventure, Comedy, Fantasy",Shounen,23 min. per ep.,PG-13 - Teens 13 or older,"30,537","Isekai, Reincarnation"
Working!!! Lord of the Takanashi,,8.14,2049,456,103,Special,1,Finished Airing,30-Mar-16,,,"None found, add some",Aniplex of America,A-1 Pictures,4-koma manga,"Comedy, Romance",Seinen,49 min.,PG-13 - Teens 13 or older,213,Workplace
Wu Liuqi: Anying Suming,Scissor Seven: Shadow Fate,8.14,4645,457,22,ONA,10,Finished Airing,"Jan 18, 2023 to Mar 15, 2023",,,bilibili,"None found, add some","Sharefun Studio,       AHA Entertainment",Original,"Action, Adventure, Comedy, Drama, Mystery",,15 min. per ep.,R - 17+ (violence & profanity),161,"Martial Arts, Super Power"
Skip to Loafer,Skip and Loafer,8.13,919,458,267,TV,12,Finished Airing,"Apr 4, 2023 to Jun 20, 2023",Spring 2023,Tuesdays at 23:00 (JST),"Kodansha,       Kansai Telecasting,       Crunchyroll,       A-Sketch,       DMM pictures,       DMM Music,       NetEase","None found, add some",P.A. Works,Manga,Drama,Seinen,23 min. per ep.,PG-13 - Teens 13 or older,"3,063",School
Yi Nian Yong Heng: Chuan Cheng Pian,A Will Eternal 2nd Season,8.13,7806,459,6,ONA,54,Finished Airing,"Jul 20, 2022 to Jul 12, 2023",,,Tencent Penguin Pictures,"None found, add some",B.CMAY PICTURES,Novel,"Action, Adventure, Fantasy",,19 min. per ep.,PG-13 - Teens 13 or older,92,"Historical, Martial Arts"
Kidou Senshi Gundam: The Origin - Zenya Akai Suisei,Mobile Suit Gundam: The Origin - Advent of the Red Comet,8.13,4566,460,23,TV,13,Finished Airing,"Apr 29, 2019 to Aug 12, 2019",Spring 2019,Mondays at 00:35 (JST),Sunrise Music,"None found, add some",Sunrise,Manga,"Action, Sci-Fi",Shounen,25 min. per ep.,PG-13 - Teens 13 or older,115,"Mecha, Military, Space"
Lupin III: Part 5,Lupin the Third Part 5,8.13,3337,461,44,TV,24,Finished Airing,"Apr 4, 2018 to Sep 19, 2018",Spring 2018,Wednesdays at 01:29 (JST),"Nippon Television Network,       TMS Music",Discotek Media,Telecom Animation Film,Manga,"Action, Adventure, Comedy, Mystery",Seinen,22 min. per ep.,PG-13 - Teens 13 or older,404,Adult Cast
Nisemonogatari,,8.13,272,462,733,TV,11,Finished Airing,"Jan 8, 2012 to Mar 18, 2012",Winter 2012,Sundays at 00:00 (JST),"Aniplex,       Kodansha,       Rakuonsha",Aniplex of America,Shaft,Light novel,"Comedy, Mystery, Supernatural, Ecchi",,25 min. per ep.,R - 17+ (violence & profanity),"3,897",
Nodame Cantabile: Paris-hen,,8.13,1777,463,125,TV,11,Finished Airing,"Oct 10, 2008 to Dec 19, 2008",Fall 2008,Fridays at 00:45 (JST),"Dentsu,       Genco,       SKY Perfect Well Think,       Kodansha,       Fuji TV,       Asmik Ace,       Sony Music Entertainment","None found, add some",J.C.Staff,Manga,"Comedy, Romance",Josei,23 min. per ep.,PG-13 - Teens 13 or older,284,"Adult Cast, Music"
Princess Tutu,,8.13,1390,464,170,TV,38,Finished Airing,"Aug 16, 2002 to May 23, 2003",Summer 2002,Fridays at 20:30 (JST),"Memory-Tech,       GANSIS,       Marvelous AQL","ADV Films,       Sentai Filmworks",HAL Film Maker,Original,"Drama, Fantasy, Mystery, Romance",,16 min. per ep.,PG-13 - Teens 13 or older,"5,032","Anthropomorphic, Love Polygon, Mahou Shoujo, Performing Arts"
Seirei no Moribito,Moribito - Guardian of the Spirit,8.13,1111,465,219,TV,26,Finished Airing,"Apr 7, 2007 to Sep 29, 2007",Spring 2007,Saturdays at 08:06 (JST),"Dentsu,       NHK Enterprises","VIZ Media,       Media Blasters,       Sentai Filmworks,       Geneon Entertainment USA",Production I.G,Novel,"Action, Adventure, Fantasy",,25 min. per ep.,PG-13 - Teens 13 or older,"2,763",
Eizouken ni wa Te wo Dasu na!,Keep Your Hands Off Eizouken!,8.13,703,466,338,TV,12,Finished Airing,"Jan 6, 2020 to Mar 23, 2020",Winter 2020,Mondays at 00:10 (JST),"Warner Bros. Japan,       Warner Music Japan,       Shogakukan,       NHK Enterprises",Sentai Filmworks,Science SARU,Manga,"Adventure, Award Winning, Comedy",Seinen,25 min. per ep.,PG-13 - Teens 13 or older,"4,207","Otaku Culture, School"
Ginga Eiyuu Densetsu Gaiden,Legend of the Galactic Heroes Gaiden,8.13,4489,467,24,OVA,24,Finished Airing,"Feb 9, 1998 to Sep 26, 1998",,,"Kitty Films,       Tokuma Shoten,       Wright Staff",Sentai Filmworks,K-Factory,Novel,"Action, Drama, Sci-Fi",,26 min. per ep.,R+ - Mild Nudity,69,"Military, Space"
Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,,8.13,3484,468,41,Special,1,Finished Airing,03-Apr-15,,,"None found, add some","None found, add some",Sunrise,Manga,"Action, Comedy, Sci-Fi",Shounen,24 min.,PG-13 - Teens 13 or older,73,"Gag Humor, Historical, Parody, Samurai"
Given Movie 1,,8.13,1027,469,238,Movie,1,Finished Airing,22-Aug-20,,,Blue Lynx,"None found, add some",Lerche,Manga,"Boys Love, Drama",,59 min.,PG-13 - Teens 13 or older,"1,615",Music
Hinamatsuri (TV),Hinamatsuri,8.13,434,470,515,TV,12,Finished Airing,"Apr 6, 2018 to Jun 22, 2018",Spring 2018,Fridays at 21:00 (JST),"AT-X,       Magic Capsule,       Nippon Columbia,       Kadokawa Media House,       NTT Plala,       Kadokawa,       Akatsuki",Funimation,feel.,Manga,"Comedy, Supernatural",Seinen,23 min. per ep.,PG-13 - Teens 13 or older,"4,498","Childcare, Organized Crime"
Interstella5555: The 5tory of The 5ecret 5tar 5ystem,,8.13,2516,471,74,Movie,1,Finished Airing,01-Dec-03,,,EMI,"None found, add some",Toei Animation,Music,"Adventure, Drama, Sci-Fi",,1 hr. 5 min.,G - All Ages,965,"Adult Cast, Music"
Buddy Daddies,,8.12,888,472,277,TV,12,Finished Airing,"Jan 7, 2023 to Apr 1, 2023",Winter 2023,Saturdays at 00:00 (JST),"Aniplex,       Movic,       Nitroplus,       Tokyo MX,       Nagoya Broadcasting Network,       BS11,       Bit grooove promotion","None found, add some",P.A. Works,Original,"Action, Comedy",,24 min. per ep.,PG-13 - Teens 13 or older,"3,006","Childcare, Organized Crime"
Gankutsuou,Gankutsuou: The Count of Monte Cristo,8.12,976,473,251,TV,24,Finished Airing,"Oct 6, 2004 to Mar 30, 2005",Fall 2004,Tuesdays at 02:12 (JST),"GDH,       TV Asahi,       Media Factory,       Sotsu Music Publishing,       Future Vision Music","Funimation,       Geneon Entertainment USA",Gonzo,Novel,"Award Winning, Drama, Mystery, Sci-Fi, Supernatural, Suspense",,24 min. per ep.,R - 17+ (violence & profanity),"3,918",
JoJo no Kimyou na Bouken Part 6: Stone Ocean,JoJo's Bizarre Adventure: Stone Ocean,8.12,440,474,508,ONA,12,Finished Airing,01-Dec-21,,,Warner Bros. Japan,VIZ Media,David Production,Manga,"Action, Adventure, Supernatural",Shounen,24 min. per ep.,R - 17+ (violence & profanity),"7,006",
Katekyou Hitman Reborn!,Reborn!,8.12,394,475,559,TV,203,Finished Airing,"Oct 7, 2006 to Sep 25, 2010",Fall 2006,Saturdays at 10:30 (JST),"TV Tokyo,       Dentsu,       Marvelous Entertainment,       Pony Canyon,       d-rights","VIZ Media,       Discotek Media",Artland,Manga,"Action, Comedy",Shounen,24 min. per ep.,PG-13 - Teens 13 or older,"15,980","Organized Crime, Super Power"
Kaze Tachinu,The Wind Rises,8.12,694,476,342,Movie,1,Finished Airing,20-Jul-13,,,Nichion,Disney Platform Distribution,Studio Ghibli,Manga,"Award Winning, Drama, Romance",,2 hr. 6 min.,PG-13 - Teens 13 or older,"3,468",Historical
One Piece Film: Z,,8.12,857,477,285,Movie,1,Finished Airing,15-Dec-12,,,Shueisha,Funimation,Toei Animation,Manga,"Action, Adventure, Fantasy",Shounen,1 hr. 47 min.,PG-13 - Teens 13 or older,625,
Ookami to Koushinryou: Merchant Meets the Wise Wolf,Spice and Wolf: Merchant Meets the Wise Wolf,8.12,1458,478,162,TV,25,Currently Airing,"Apr 2, 2024 to ?",Spring 2024,Tuesdays at 01:30 (JST),"TV Tokyo,       Movic,       TOHO animation,       Good Smile Company,       Kadokawa,       Enishiya,       Hayabusa Film","None found, add some",Passione,Light novel,"Adventure, Drama, Fantasy, Romance",,23 min. per ep.,PG-13 - Teens 13 or older,874,Adult Cast
Kamisama Hajimemashita,Kamisama Kiss,8.11,316,479,660,TV,13,Finished Airing,"Oct 2, 2012 to Dec 25, 2012",Fall 2012,Tuesdays at 02:05 (JST),"TV Tokyo,       Dentsu,       Sotsu,       Pony Canyon,       Hakusensha,       DAX Production",Funimation,TMS Entertainment,Manga,"Comedy, Fantasy, Romance",Shoujo,24 min. per ep.,PG-13 - Teens 13 or older,"15,587",Mythology
Kidou Senshi Gundam 00,Mobile Suit Gundam 00,8.11,1104,480,221,TV,25,Finished Airing,"Oct 6, 2007 to Mar 29, 2008",Fall 2007,Saturdays at 18:00 (JST),"Sotsu,       Asatsu DK,       Mainichi Broadcasting System,       Sony Music Entertainment","Nozomi Entertainment,       Bandai Entertainment",Sunrise,Original,"Action, Drama, Sci-Fi",,24 min. per ep.,R - 17+ (violence & profanity),"4,484","Mecha, Military, Space"
Kuragehime,Princess Jellyfish,8.11,1011,481,240,TV,11,Finished Airing,"Oct 15, 2010 to Dec 31, 2010",Fall 2010,Fridays at 00:45 (JST),"Dentsu,       Genco,       Kodansha,       Fuji TV,       TOHO,       Asmik Ace,       Sony Music Entertainment,       Sakura Create,       Fujipacific Music",Funimation,Brain's Base,Manga,Comedy,Josei,22 min. per ep.,PG-13 - Teens 13 or older,"4,769","Adult Cast, Crossdressing, Visual Arts"
Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's,Magical Girl Lyrical Nanoha: The Movie 2nd A's,8.11,4487,482,24,Movie,1,Finished Airing,14-Jul-12,,,Good Smile Company,"None found, add some",Seven Arcs,Original,"Action, Comedy, Drama, Sci-Fi",,2 hr. 29 min.,R+ - Mild Nudity,199,Mahou Shoujo
Meitantei Conan Movie 05: Tengoku e no Countdown,Case Closed Movie 05: Countdown to Heaven,8.11,2745,483,64,Movie,1,Finished Airing,21-Apr-01,,,"None found, add some",Funimation,TMS Entertainment,Manga,"Adventure, Comedy, Mystery",Shounen,1 hr. 40 min.,PG-13 - Teens 13 or older,61,Detective
Meitantei Conan Movie 14: Tenkuu no Lost Ship,Detective Conan Movie 14: The Lost Ship in the Sky,8.11,2913,484,57,Movie,1,Finished Airing,17-Apr-10,,,"Shogakukan-Shueisha Productions,       TMS Entertainment","None found, add some",Tokyo Movie Shinsha,Manga,"Action, Mystery",Shounen,1 hr. 42 min.,G - All Ages,66,Detective
One Piece: Episode of Nami - Koukaishi no Namida to Nakama no Kizuna,One Piece: Episode of Nami - Tears of a Navigator and the Bonds of Friends,8.11,2605,485,70,TV Special,1,Finished Airing,25-Aug-12,,,Fuji TV,"None found, add some",Toei Animation,Manga,"Action, Adventure, Fantasy",Shounen,1 hr. 46 min.,PG-13 - Teens 13 or older,83,
