Name,English_title,Score,Popularity,Rank,Members,Type,Episodes,Status,Aired,Premiered,Broadcast,Producers,Licensors,Studios,Source,Genres,Duration,Rating,Favorites,Themes,Demographics
Kidou Senshi SD Gundam Matsuri,Mobile Suit SD Gundam Festival,5.83,10959,10280,2,Movie,1,Finished Airing,13-Mar-93,,,"None found, add some","None found, add some",Sunrise,Unknown,"Action, Comedy, Fantasy",1 hr. 21 min.,PG - Children,1,"Mecha, Parody",
Kigyou Senshi Yamazaki: Long Distance Call,,5.83,11746,10281,1,OVA,1,Finished Airing,25-Oct-97,,,"None found, add some","None found, add some",Ripple Film,Manga,"Drama, Sci-Fi",43 min.,R+ - Mild Nudity,0,,Seinen
Kiki to Lala no Hakuchouza no Ohimesama,,5.83,15714,10282,554,OVA,1,Finished Airing,21-Nov-93,,,"Sanrio,       Grouper Productions","None found, add some","None found, add some",Unknown,,30 min.,G - All Ages,1,,Kids
Kujira no Yu,Bath House of Whales,5.83,18391,10283,320,Movie,1,Finished Airing,2019,,,Geidai Animation,"None found, add some","None found, add some",Original,Slice of Life,6 min.,PG-13 - Teens 13 or older,0,,
Lupin III: Ikiteita Majutsushi,Lupin III: Return of Pycal,5.83,7688,10284,6,OVA,1,Finished Airing,03-Apr-02,,,"VAP,       Tohokushinsha Film Corporation",Discotek Media,TMS Entertainment,Manga,"Action, Adventure, Comedy, Mystery",50 min.,R+ - Mild Nudity,2,Adult Cast,Seinen
Mahou Shoujo Lyrical Nanoha A's Picture Drama,,5.83,12343,10285,1,Special,1,Finished Airing,05-Nov-14,,,"None found, add some","None found, add some","None found, add some",Original,Comedy,7 min.,PG-13 - Teens 13 or older,1,Parody,
Mahou Shoujo Lyrical Nanoha Picture Drama,,5.83,12484,10286,1,Special,1,Finished Airing,01-Oct-14,,,"None found, add some","None found, add some","None found, add some",Original,Comedy,7 min.,PG-13 - Teens 13 or older,1,Parody,
Mai no Mahou to Katei no Hi,,5.83,11530,10287,1,TV Special,1,Finished Airing,20-Feb-11,,,"Lantis,       Magic Capsule","None found, add some",P.A. Works,Original,Drama,29 min.,G - All Ages,2,,
Make My Day,,5.83,8067,10288,5,ONA,8,Finished Airing,02-Feb-23,,,"None found, add some","None found, add some",5 Inc.,Original,"Horror, Suspense",25 min. per ep.,PG-13 - Teens 13 or older,12,,
Mayumi,,5.83,19799,10289,238,Movie,1,Finished Airing,2016,,,Geidai Animation,"None found, add some","None found, add some",Original,"Avant Garde, Suspense",5 min.,PG-13 - Teens 13 or older,0,Psychological,
Mechakko Dotakon,Mechanical Boy Dotakon,5.83,13972,10290,901,TV,28,Finished Airing,"Apr 4, 1981 to Oct 10, 1981",Spring 1981,Unknown,Kokusai Eigasha,"None found, add some","None found, add some",Unknown,"Comedy, Sci-Fi",25 min. per ep.,G - All Ages,0,,
Mu Di,,5.83,13796,10291,949,Movie,1,Finished Airing,1963,,,Shanghai Animation Film Studio,"None found, add some","None found, add some",Unknown,,20 min.,G - All Ages,0,Music,
Muv-Luv Alternative,,5.83,3474,10292,41,TV,12,Finished Airing,"Oct 7, 2021 to Dec 23, 2021",Fall 2021,Thursdays at 00:55 (JST),"Dentsu,       Fuji TV,       BS Fuji,       Avex Pictures,       Crunchyroll,       Tencent Japan,       Bandai Namco Arts,       aNCHOR","None found, add some","Yumeta Company,       Graphinica,       Flagship Line",Visual novel,"Action, Drama, Sci-Fi",22 min. per ep.,R+ - Mild Nudity,178,"Mecha, Military",
Outlanders,,5.83,6649,10293,9,OVA,1,Finished Airing,16-Dec-86,,,Tatsunoko Production,Central Park Media,AIC,Manga,"Adventure, Comedy, Sci-Fi, Ecchi",51 min.,R - 17+ (violence & profanity),23,,Shounen
Peeping Life: Tezuka Pro - Tatsunoko Pro Wonderland ONA,,5.83,16302,10294,489,ONA,4,Finished Airing,"Jun 6, 2013 to Jun 27, 2013",,,CoMix Wave Films,"None found, add some","None found, add some",Unknown,Comedy,6 min. per ep.,PG - Children,0,Parody,
Power Battle Watch Car,,5.83,17820,10295,362,TV,13,Finished Airing,"Apr 7, 2016 to Jul 7, 2016",Spring 2016,Unknown,"None found, add some","None found, add some",SAMG Entertainment,Original,,26 min. per ep.,G - All Ages,1,Racing,Kids
Robot Atom,Little Astro Boy,5.83,14744,10296,712,OVA,8,Finished Airing,03-Nov-15,,,Tezuka Productions,"None found, add some","None found, add some",Manga,Sci-Fi,11 min. per ep.,G - All Ages,2,,Kids
Seisenshi Dunbine Memorial,,5.83,14475,10297,779,Special,3,Finished Airing,"Feb 25, 1988 to Aug 25, 1988",,,Bandai Visual,"None found, add some",Sunrise,Unknown,"Adventure, Sci-Fi",55 min. per ep.,PG-13 - Teens 13 or older,0,"Isekai, Mecha",
Sengoku Choujuu Giga: Otsu,SENGOKUCHOJYUGIGA,5.83,10016,10298,3,TV,13,Finished Airing,"Jan 15, 2017 to Apr 9, 2017",Winter 2017,Sundays at 01:57 (JST),King Records,"None found, add some",ILCA,Original,Supernatural,3 min. per ep.,PG-13 - Teens 13 or older,0,"Historical, Mythology, Samurai",
Shiawase Pasta Story,Happy Pasta Story,5.83,14019,10299,887,ONA,8,Finished Airing,"Nov 1, 2010 to Oct 1, 2011",,,"None found, add some","None found, add some","None found, add some",Novel,Slice of Life,5 min. per ep.,G - All Ages,0,,
Shikizakura,,5.83,5194,10300,17,TV,12,Finished Airing,"Oct 10, 2021 to Dec 26, 2021",Fall 2021,Sundays at 01:55 (JST),Chukyo TV Broadcasting,Sentai Filmworks,Sublimation,Original,"Action, Drama, Sci-Fi",24 min. per ep.,PG-13 - Teens 13 or older,49,,
Shin Ikkitousen,,5.83,4298,10301,27,TV,3,Finished Airing,"May 17, 2022 to May 31, 2022",Spring 2022,Tuesdays at 20:30 (JST),"Genco,       AT-X,       Bushiroad,       Shounen Gahousha,       Daiichi Shokai,       Kadokawa,       Studio Signpost","None found, add some",Arms,Manga,"Action, Ecchi",26 min. per ep.,R+ - Mild Nudity,133,"Martial Arts, Super Power",Seinen
Shin Kujakuou,Spirit Warrior,5.83,10237,10302,2,OVA,2,Finished Airing,"May 20, 1994 to Jun 17, 1994",,,"Pony Canyon,       Pioneer LDC,       Shueisha",Central Park Media,Madhouse,Manga,"Action, Horror",55 min. per ep.,R+ - Mild Nudity,1,Mythology,
Tabechatta tte Ii no ni na!,You Can Enjoy!,5.83,16414,10303,476,ONA,8,Finished Airing,"Mar 19, 2018 to Mar 21, 2019",,,"None found, add some","None found, add some",Gaina,Original,"Comedy, Slice of Life",5 min. per ep.,G - All Ages,1,,
Thermae Romae: Kodai Romajin ga Uchuu e,,5.83,11852,10304,1,ONA,1,Finished Airing,20-Apr-12,,,"None found, add some","None found, add some",DLE,Manga,Comedy,2 min.,PG-13 - Teens 13 or older,0,Space,Seinen
Time Bokan Series: Zenderman,,5.83,12355,10305,1,TV,52,Finished Airing,"Feb 3, 1979 to Jan 26, 1980",Winter 1979,Saturdays at 18:30 (JST),"None found, add some","None found, add some",Tatsunoko Production,Unknown,"Action, Adventure, Comedy, Sci-Fi",24 min. per ep.,PG-13 - Teens 13 or older,1,"Mecha, Super Power",
Transformers Superlink Special,Transformers Energon: Distribution,5.83,13344,10306,1,Special,1,Finished Airing,03-Nov-04,,,"None found, add some","None found, add some",Actas,Other,"Action, Adventure, Sci-Fi",24 min.,PG-13 - Teens 13 or older,3,Mecha,
Tsugu Tsugumomo Mini Anime Specials,,5.83,15831,10307,541,Special,8,Finished Airing,"Jun 10, 2020 to Sep 9, 2020",,,Zero-G,"None found, add some",AQUA ARIS,Manga,Comedy,20 sec. per ep.,PG-13 - Teens 13 or older,1,,
Yoshimune,,5.83,13911,10308,915,TV,24,Finished Airing,"Apr 6, 2006 to Sep 14, 2006",Spring 2006,Unknown,"None found, add some","None found, add some","AIC Spirits,       Ginga Ya,       Gonzino",Other,Comedy,24 min. per ep.,PG - Children,0,Historical,
ABC Tenkiyohou,,5.83,19085,10309,277,Special,1,Finished Airing,2016,,,"None found, add some","None found, add some",Tecarat,Original,Slice of Life,1 min.,G - All Ages,0,,
Berserk: Majo no Tsuisou,Berserk: Recollections of the Witch,5.83,5193,10310,17,TV Special,1,Finished Airing,02-Jun-17,,,LIDENFILMS,"None found, add some","Millepensee,       GEMBA",Manga,"Action, Adventure, Drama, Fantasy, Horror",24 min.,R - 17+ (violence & profanity),28,"Gore, Military",Seinen
Choujikuu Robo Meguru,,5.83,12249,10311,1,OVA,1,Finished Airing,Nov-14,,,"None found, add some","None found, add some","Brain's Base,       Studio A-CAT",Original,Comedy,7 min.,PG-13 - Teens 13 or older,2,Mecha,
Comet Lucifer,,5.83,1998,10312,107,TV,12,Finished Airing,"Oct 4, 2015 to Dec 20, 2015",Fall 2015,Sundays at 22:30 (JST),"Bandai Visual,       Lantis,       Bushiroad,       Good Smile Company,       BS11,       Sony PCL",Sentai Filmworks,8bit,Original,"Action, Adventure, Fantasy",23 min. per ep.,PG-13 - Teens 13 or older,94,Mecha,
Dr. Slump: Arale-chan Specials,,5.83,12427,10313,1,Special,2,Finished Airing,07-Oct-81,,,"None found, add some","None found, add some",Toei Animation,Manga,"Comedy, Sci-Fi",24 min. per ep.,PG-13 - Teens 13 or older,0,Gag Humor,Shounen
Duel Masters Movie 2: Lunatic God Saga,,5.83,12949,10314,1,Movie,1,Finished Airing,19-Sep-09,,,Shogakukan Music & Digital Entertainment,"None found, add some","None found, add some",Original,"Action, Adventure, Comedy",1 hr. 11 min.,G - All Ages,0,Strategy Game,Kids
"Eiyuuou, Bu wo Kiwameru Tame Tenseisu Mini Anime",,5.83,12136,10315,1,ONA,24,Finished Airing,"Oct 22, 2022 to Mar 28, 2023",,,"None found, add some","None found, add some",AQUA ARIS,Novel,Comedy,1 min. per ep.,G - All Ages,3,,
Eun-sil-i,The Dearest,5.83,15509,10316,583,Movie,1,Finished Airing,04-Nov-11,,,"None found, add some","None found, add some","None found, add some",Original,Drama,1 hr. 7 min.,R - 17+ (violence & profanity),0,,
Fire Emblem Heroes: Askr Oukoku Teiten Camera (Eir no 1-nichi),Fire Emblem Heroes: Askr Ambience - A Day With Eir,5.83,17435,10317,391,ONA,1,Finished Airing,12-Nov-22,,,"None found, add some","None found, add some",Volca,Game,"Fantasy, Slice of Life",35 min.,G - All Ages,1,Iyashikei,
Futari no Yakusoku,Princesses' Pledge,5.83,18048,10318,344,ONA,1,Finished Airing,28-Nov-22,,,"None found, add some","None found, add some","None found, add some",Game,Fantasy,1 min.,PG-13 - Teens 13 or older,1,CGDCT,
gdMen,gdgd men's Party,5.83,9972,10319,3,TV,12,Finished Airing,"Jan 9, 2018 to Mar 27, 2018",Winter 2018,Tuesdays at 01:10 (JST),"Tokyo MX,       Fan Company,       Global Solutions","None found, add some",Strawberry Meets Pictures,Original,"Comedy, Fantasy",8 min. per ep.,PG - Children,4,,
Guardian Hearts,,5.83,6847,10320,8,OVA,6,Finished Airing,"May 23, 2003 to Nov 28, 2003",,,KSS,"None found, add some",Venet,Manga,"Comedy, Romance, Ecchi",16 min. per ep.,R+ - Mild Nudity,6,School,
Gundam Build Metaverse,,5.83,9395,10321,3,ONA,3,Finished Airing,"Oct 6, 2023 to Oct 20, 2023",,,Asahi Production,"None found, add some",Sunrise Beyond,Original,"Action, Sci-Fi",24 min. per ep.,PG-13 - Teens 13 or older,6,Mecha,
Hana no Mahoutsukai Mary Bell: Phoenix no Kagi,,5.83,14328,10322,815,Movie,1,Finished Airing,08-Aug-92,,,"Shochiku,       Hero Communication","None found, add some","Production Reed,       Asahi Production",Original,"Adventure, Fantasy",43 min.,G - All Ages,0,,
Harukana Receive: Yokoku,Harukana Receive: Web Previews,5.83,9737,10323,3,ONA,11,Finished Airing,"Jul 11, 2018 to Sep 19, 2018",,,"None found, add some","None found, add some",C2C,Manga,Sports,20 sec. per ep.,PG - Children,0,,
Hoshigari Hime no Bouken,,5.83,19145,10324,274,OVA,1,Finished Airing,1992,,,Gakken,"None found, add some","None found, add some",Unknown,Fantasy,20 min.,PG - Children,0,,Kids
Hulaing Babies,,5.83,8964,10325,4,TV,12,Finished Airing,"Jan 11, 2019 to Mar 29, 2019",Winter 2019,Fridays at 22:30 (JST),"None found, add some","None found, add some",Fukushima Gaina,Original,"Comedy, Slice of Life",4 min. per ep.,PG-13 - Teens 13 or older,3,Performing Arts,
"15-sai, Kyou kara Dousei Hajimemasu.",,5.82,11663,10326,1,ONA,30,Finished Airing,"Jun 8, 2018 to Jun 29, 2018",,,"Production I.G,       Anime Beans","None found, add some",Asura Film,Other,"Drama, Romance",1 min. per ep.,PG-13 - Teens 13 or older,5,,
Ayane-chan High Kick!,Ayane's High Kick,5.82,7783,10327,6,OVA,2,Finished Airing,"Jan 21, 1997 to Apr 25, 1997",,,Nikkatsu,Central Park Media,Rikuentai,Original,"Comedy, Sports",27 min. per ep.,PG-13 - Teens 13 or older,12,Combat Sports,Shounen
Baku Tech! Bakugan Gachi,,5.82,10999,10328,2,TV,39,Finished Airing,"Apr 6, 2013 to Dec 28, 2013",Spring 2013,Unknown,Shogakukan Music & Digital Entertainment,"None found, add some","None found, add some",Unknown,Action,5 min. per ep.,PG - Children,0,Strategy Game,Shounen
Battle Girl High School,,5.82,4469,10329,24,TV,12,Finished Airing,"Jul 3, 2017 to Sep 18, 2017",Summer 2017,Mondays at 00:30 (JST),"flying DOG,       Hakuhodo DY Music & Pictures,       COLOPL",Sentai Filmworks,SILVER LINK.,Game,"Action, Sci-Fi",23 min. per ep.,PG-13 - Teens 13 or older,43,School,
Bouken! Iczer 3,Iczer Reborn,5.82,9371,10330,3,OVA,6,Finished Airing,"Sep 25, 1990 to Feb 25, 1991",,,Artmic,Central Park Media,"AIC,       Darts",Original,"Action, Adventure, Sci-Fi",30 min. per ep.,R - 17+ (violence & profanity),6,Mecha,
Busou Renkin: Mahiro no Busou Renkin Kouza,,5.82,12163,10331,1,Special,11,Finished Airing,"Jan 25, 2007 to Sep 21, 2007",,,"None found, add some","None found, add some",Xebec,Manga,Comedy,3 min. per ep.,PG-13 - Teens 13 or older,0,,
Chinpui Specials,,5.82,16567,10332,462,Special,2,Finished Airing,29-Dec-89,,,"None found, add some","None found, add some",Shin-Ei Animation,Unknown,Comedy,10 min. per ep.,G - All Ages,0,,
Choboraunyopomi Gekijou Ai Mai Mii,Ai-Mai-Mi,5.82,4048,10333,30,TV,13,Finished Airing,"Jan 3, 2013 to Mar 27, 2013",Winter 2013,Thursdays at 23:00 (JST),"AT-X,       Takeshobo,       Dream Creation,       SPO Entertainment","None found, add some",Seven,4-koma manga,Comedy,3 min. per ep.,PG-13 - Teens 13 or older,45,,
Chuldong! Super Wings,Super Wings,5.82,16218,10334,497,TV,52,Finished Airing,"Sep 1, 2013 to Feb 25, 2016",Fall 2013,Unknown,"None found, add some","None found, add some","None found, add some",Original,Adventure,12 min. per ep.,PG - Children,1,Racing,Kids
Chuuhai Lemon: Love 30s - Ame ni Nurete mo,,5.82,15954,10335,526,OVA,1,Finished Airing,21-Oct-85,,,"Tsuchida Productions,       Wonder Kids","None found, add some","None found, add some",Unknown,"Comedy, Drama, Romance",42 min.,R+ - Mild Nudity,0,Detective,
Cue! Short Anime,,5.82,14118,10336,867,ONA,12,Finished Airing,"Sep 7, 2019 to Aug 17, 2022",,,"None found, add some","None found, add some","Yumeta Company,       Graphinica",Game,Comedy,3 min. per ep.,PG-13 - Teens 13 or older,1,,
Dou Shen Ji,Ancient Girls Frame,5.82,9515,10337,3,ONA,12,Finished Airing,"Oct 11, 2021 to Dec 20, 2021",,,"bilibili,       Youku","None found, add some","Seven Stone Entertainment,       TrioPen Studio",Original,"Action, Sci-Fi",24 min. per ep.,PG-13 - Teens 13 or older,6,"Mecha, Space",
D_Cide Traumerei the Animation,,5.82,4472,10338,24,TV,13,Finished Airing,"Jul 10, 2021 to Oct 2, 2021",Summer 2021,Saturdays at 22:30 (JST),"Bushiroad,       Bit grooove promotion","None found, add some",SANZIGEN,Mixed media,"Action, Drama, Fantasy",23 min. per ep.,PG-13 - Teens 13 or older,106,,
Gakkou no Yuurei,,5.82,11286,10339,2,OVA,6,Finished Airing,"Oct 21, 1995 to Dec 12, 1997",,,Toei Video,"None found, add some","Toei Animation,       Aubec",Unknown,Horror,32 min. per ep.,PG-13 - Teens 13 or older,6,"Mythology, School",
Ganbare Goemon: Chikyuu Kyuushutsu Daisakusen,,5.82,14675,10340,727,OVA,1,Finished Airing,21-Nov-98,,,Konami,"None found, add some","None found, add some",Game,Comedy,30 min.,,2,,Shounen
Ganbare Goemon: Jigen Jou no Akumu,,5.82,15057,10341,652,OVA,1,Finished Airing,26-Mar-93,,,AIC,"None found, add some","None found, add some",Game,Comedy,27 min.,,1,,
Go! Go! Atom,Go Astro Boy Go!,5.82,13246,10342,1,TV,52,Finished Airing,"Oct 3, 2019 to Oct 1, 2020",Fall 2019,Thursdays at 18:10 (JST),TV Tokyo,"None found, add some","Tezuka Productions,       Planet Nemo Animation",Manga,"Action, Adventure, Drama, Sci-Fi",11 min. per ep.,PG - Children,0,,Kids
Gokiburi-tachi no Tasogare,Twilight of the Cockroaches,5.82,10791,10343,2,Movie,1,Finished Airing,21-Nov-87,,,"Kitty Films,       TYO,       Streamline Pictures",Discotek Media,"Madhouse,       Animation Staff Room",Original,Drama,1 hr. 45 min.,PG-13 - Teens 13 or older,1,"Anthropomorphic, Military",
GUNbare! Game Tengoku: The Game Paradise 2,,5.82,15752,10344,550,OVA,1,Finished Airing,19-Mar-98,,,"None found, add some","None found, add some","None found, add some",Unknown,"Action, Adventure, Comedy",15 min.,PG-13 - Teens 13 or older,0,,
Gunparade Orchestra,,5.82,8473,10345,5,TV,24,Finished Airing,"Oct 4, 2005 to Mar 28, 2006",Fall 2005,Unknown,"None found, add some","None found, add some",Brain's Base,Game,"Drama, Romance, Sci-Fi",25 min. per ep.,PG-13 - Teens 13 or older,3,"Mecha, Military",
Hana no Kage,Shadow of the Cherry Blossoms,5.82,10933,10346,2,ONA,1,Finished Airing,Apr-06,,,"None found, add some","None found, add some","None found, add some",Original,"Drama, Romance",17 min.,PG-13 - Teens 13 or older,1,"Historical, Mythology, Reincarnation",
Hello Kitty no Kurumi Wari Ningyou,Hello Kitty in The Nutcracker,5.82,15353,10347,607,OVA,1,Finished Airing,26-Oct-01,,,Sanrio,"None found, add some","None found, add some",Unknown,Fantasy,15 min.,G - All Ages,0,,Kids
Kagami no Genon,sound / phantasma / mirror,5.82,10280,10348,2,Movie,1,Finished Airing,17-Oct-04,,,Kojiro Shishido Animation Works,"None found, add some","None found, add some",Unknown,Slice of Life,6 min.,G - All Ages,2,,
Kakkou no Iikagen,,5.82,11008,10349,2,ONA,22,Finished Airing,"Apr 28, 2022 to Sep 30, 2022",,,"None found, add some","None found, add some",AQUA ARIS,Manga,Comedy,2 min. per ep.,PG-13 - Teens 13 or older,3,Isekai,
Kintarou,,5.82,15344,10350,608,Movie,1,Finished Airing,16-Mar-18,,,"None found, add some","None found, add some","None found, add some",Original,Drama,Unknown,G - All Ages,1,,
Kowarekake no Orgel: Manner Movie,,5.82,15326,10351,611,Movie,1,Finished Airing,11-Sep-10,,,"None found, add some","None found, add some",Actas,Original,Comedy,1 min.,G - All Ages,0,,
Kumichou Musume to Sewagakari Picture Drama,The Yakuza's Guide to Babysitting Picture Drama,5.82,11304,10352,2,ONA,7,Finished Airing,"Jan 28, 2022 to Jul 22, 2022",,,"None found, add some","None found, add some",AQUA ARIS,Manga,Comedy,2 min. per ep.,PG-13 - Teens 13 or older,3,Organized Crime,
Kura Sushi,,5.82,16894,10353,432,ONA,2,Finished Airing,"Apr 27, 2014 to Aug 26, 2016",,,"None found, add some","None found, add some","None found, add some",Original,Slice of Life,4 min. per ep.,G - All Ages,0,,
Licca-chan no Nichiyoubi,,5.82,12583,10354,1,OVA,1,Finished Airing,21-Jul-92,,,"Takara,       Imagine","None found, add some",Ajia-do,Other,Slice of Life,25 min.,G - All Ages,0,Childcare,
Lupin tai Holmes,,5.82,13187,10355,1,TV Special,1,Finished Airing,05-May-81,,,"None found, add some","None found, add some",Toei Animation,Unknown,Mystery,1 hr. 5 min.,PG-13 - Teens 13 or older,1,,
Majuu Senshi Luna Varga,,5.82,10674,10356,2,OVA,4,Finished Airing,"Mar 20, 1991 to Sep 20, 1991",,,Kadokawa Shoten,ADV Films,"AIC,       Studio Hakk",Light novel,"Adventure, Comedy, Fantasy, Ecchi",28 min. per ep.,R+ - Mild Nudity,2,,
Melody,,5.82,11875,10357,1,ONA,1,Finished Airing,Jan-08,,,"None found, add some","None found, add some","None found, add some",Original,Drama,8 min.,G - All Ages,1,,
Mezame no Hakobune,Open Your Mind,5.82,9378,10358,3,OVA,1,Finished Airing,24-May-05,,,"None found, add some","None found, add some","None found, add some",Other,Fantasy,35 min.,PG-13 - Teens 13 or older,3,,
Mikeneko Holmes no Yuurei Joushu,,5.82,14004,10359,892,OVA,1,Finished Airing,21-Jul-92,,,"None found, add some","None found, add some",AIC,Novel,"Comedy, Drama, Mystery",44 min.,PG-13 - Teens 13 or older,0,Pets,
Puu-Neko,Poo-Neko,5.82,13052,10360,1,TV,11,Finished Airing,"Apr 13, 2011 to Jun 22, 2011",Spring 2011,Unknown,"None found, add some","None found, add some",DLE,4-koma manga,Comedy,1 min. per ep.,G - All Ages,0,,
Robot Girls Z: Fukkatsu no Chika Teikoku!? Robot Girls Z vs. Nazo no Sandai Shuyaku Robo!,,5.82,13100,10361,1,Special,1,Finished Airing,10-Jan-18,,,"None found, add some","None found, add some",Directions,Original,Comedy,11 min.,PG-13 - Teens 13 or older,0,"Anthropomorphic, Parody",
Rokudenashi Blues,,5.82,10077,10362,3,Movie,1,Finished Airing,11-Jul-92,,,"None found, add some","None found, add some",Toei Animation,Manga,"Comedy, Drama, Sports",33 min.,R - 17+ (violence & profanity),3,"Combat Sports, Delinquents, School",Shounen
